Company;Inches;Ram;Price_euros;Manufacturer
4;17.3;16.0;1396.0;0
10;15.6;4.0;403.5;1
10;17.3;8.0;539.0;1
10;14.0;8.0;1499.0;1
6;12.3;16.0;2199.0;1
4;15.6;8.0;979.0;0
4;15.6;8.0;638.8;0
11;15.6;8.0;1169.0;2
10;11.6;2.0;304.45;1
11;17.3;16.0;2729.0;2
4;15.6;4.0;443.9;1
2;15.6;4.0;519.0;2
2;17.3;64.0;3975.0;2
7;14.0;8.0;1750.0;1
4;11.6;4.0;744.0;1
2;15.6;8.0;699.0;0
4;15.6;16.0;1349.0;2
1;15.4;16.0;2139.97;1
0;15.6;4.0;384.0;1
2;13.3;8.0;928.0;1
7;15.6;8.0;2249.0;2
4;13.3;8.0;1477.0;1
7;12.5;4.0;1539.0;1
2;14.0;4.0;509.0;1
4;15.6;4.0;737.0;1
0;15.6;4.0;367.0;1
10;13.3;4.0;881.0;1
2;15.6;8.0;1169.0;2
2;12.5;16.0;1950.0;1
7;12.5;8.0;1199.0;1
4;15.6;4.0;443.99;1
4;15.6;8.0;985.0;0
0;15.6;8.0;742.0;2
10;14.0;4.0;785.0;1
0;13.3;8.0;847.0;1
4;11.6;4.0;295.0;1
0;17.3;4.0;702.0;2
10;15.6;8.0;1925.0;2
0;15.6;4.0;572.0;2
3;15.6;4.0;248.9;1
4;15.6;8.0;1993.0;2
4;17.3;8.0;2046.0;2
7;14.0;4.0;1149.0;1
7;15.6;8.0;1389.0;1
4;15.6;8.0;1498.0;2
10;14.0;4.0;638.0;1
2;17.3;12.0;1369.9;2
14;12.5;8.0;1029.0;1
7;17.3;16.0;1379.0;2
0;15.6;4.0;209.0;1
7;15.6;4.0;330.0;0
4;17.3;16.0;3154.0;2
10;13.9;8.0;1849.0;1
10;15.6;16.0;3299.0;2
2;15.6;8.0;839.0;2
11;15.6;8.0;839.0;2
4;15.6;8.0;919.0;0
2;15.6;4.0;403.0;0
0;15.6;4.0;348.0;1
9;15.6;16.0;2099.0;1
0;15.6;4.0;613.0;2
7;15.6;8.0;699.0;2
7;17.3;4.0;439.0;0
2;17.3;8.0;1039.0;2
7;13.3;8.0;1690.0;1
7;15.6;4.0;369.0;0
4;15.6;8.0;1749.0;2
4;15.6;4.0;490.0;1
11;18.4;32.0;2799.0;2
7;15.6;4.0;258.0;0
16;15.6;4.0;498.0;1
0;14.0;8.0;919.0;1
4;13.3;16.0;1869.0;1
10;14.0;8.0;1669.0;1
4;15.6;8.0;1008.52;1
1;12.0;8.0;1279.0;1
2;17.3;4.0;466.0;2
7;15.6;4.0;1199.0;1
4;12.5;8.0;1472.2;1
7;15.6;8.0;1144.0;1
4;13.3;16.0;1649.0;1
7;14.0;4.0;1000.0;1
4;13.3;8.0;1624.0;1
7;14.0;8.0;389.0;1
10;15.6;8.0;549.0;1
7;15.6;4.0;910.0;1
4;17.3;32.0;3147.37;2
4;15.6;4.0;359.0;1
0;15.6;8.0;745.0;2
7;14.0;8.0;1084.0;1
4;17.3;16.0;1299.0;0
10;15.6;4.0;369.0;1
2;13.3;8.0;729.0;1
4;13.3;16.0;2499.0;1
0;15.6;4.0;289.0;1
7;13.3;8.0;960.0;1
11;17.3;16.0;2249.0;2
2;17.3;16.0;1504.0;2
7;15.6;8.0;889.0;2
4;15.6;16.0;2868.99;2
7;15.6;6.0;650.0;0
0;15.6;4.0;619.0;1
7;13.3;16.0;1399.0;1
4;15.6;4.0;274.9;1
10;15.6;4.0;450.0;1
2;17.3;4.0;470.34;2
7;14.0;4.0;779.0;1
4;15.6;8.0;961.0;2
4;15.6;4.0;959.0;1
2;15.6;8.0;977.0;2
7;15.6;8.0;2229.0;2
0;15.6;8.0;449.0;0
11;14.0;16.0;1891.0;2
10;15.6;8.0;629.0;2
7;15.6;8.0;539.0;1
7;14.0;4.0;1099.99;1
16;13.3;4.0;1285.0;1
7;17.3;12.0;1699.0;2
1;13.3;8.0;1419.0;1
10;12.5;16.0;1650.0;1
16;13.3;4.0;1195.0;1
2;15.6;8.0;1118.0;2
16;15.6;8.0;812.0;2
10;15.6;8.0;813.0;0
4;15.6;8.0;836.0;1
12;13.3;4.0;369.0;1
4;15.6;4.0;481.98;1
7;15.6;8.0;1154.0;0
16;13.3;8.0;1475.0;1
10;14.0;8.0;1480.0;1
10;15.6;4.0;489.9;1
7;13.3;4.0;699.0;1
7;17.3;8.0;910.0;2
6;12.3;8.0;1559.0;1
7;15.6;6.0;549.99;0
10;15.6;8.0;459.0;1
4;12.5;8.0;1690.0;1
15;13.3;16.0;1649.0;1
10;15.6;4.0;535.0;1
7;15.6;4.0;979.0;1
2;15.6;4.0;469.0;0
2;11.6;2.0;245.0;1
10;15.6;12.0;949.0;0
13;13.5;4.0;989.0;1
7;15.6;8.0;806.0;1
1;15.4;16.0;2858.0;0
10;15.6;4.0;829.0;1
0;15.6;4.0;272.0;1
7;13.3;8.0;1149.0;1
4;15.6;8.0;1116.99;1
7;15.6;16.0;2419.0;2
7;13.3;16.0;2449.0;1
10;14.0;12.0;1858.0;1
0;15.6;4.0;380.0;1
4;15.6;8.0;638.99;0
7;17.3;16.0;4389.0;2
4;15.6;4.0;523.63;1
11;17.3;16.0;1890.0;2
10;14.0;8.0;599.0;1
10;15.6;6.0;569.0;2
7;15.6;8.0;879.0;2
2;15.6;4.0;575.0;0
2;17.3;16.0;1799.0;2
7;14.0;8.0;2229.0;1
10;15.6;4.0;321.99;1
2;13.3;8.0;729.0;1
7;15.6;8.0;1099.0;2
10;12.5;8.0;1650.0;1
7;15.6;12.0;1249.0;2
4;14.0;8.0;740.0;1
10;14.0;4.0;292.0;1
10;14.0;8.0;1488.99;1
10;17.3;16.0;2289.99;2
4;15.6;8.0;819.0;2
4;13.3;8.0;1379.0;1
10;15.6;8.0;788.49;0
10;13.3;8.0;2025.0;1
7;17.3;8.0;896.0;2
7;15.6;4.0;689.0;0
4;14.0;8.0;1229.0;1
7;15.6;8.0;2064.9;2
7;15.6;6.0;799.0;2
10;15.6;8.0;2090.0;2
16;15.6;16.0;1425.0;2
7;15.6;4.0;940.0;1
1;12.0;8.0;1163.0;1
14;17.3;32.0;5499.0;2
4;15.6;16.0;1426.66;1
10;13.3;8.0;949.0;1
15;13.3;8.0;1499.0;1
4;15.6;16.0;1181.27;0
10;14.0;8.0;1345.0;1
0;15.6;8.0;798.0;2
0;15.6;4.0;449.0;1
18;13.3;8.0;935.0;2
4;13.3;8.0;2013.1;1
10;15.6;8.0;869.0;2
0;15.6;4.0;412.0;1
10;15.6;16.0;1499.0;2
10;15.6;4.0;252.36;1
0;15.6;4.0;682.0;1
7;17.0;8.0;520.9;0
4;15.6;8.0;789.81;0
7;17.3;8.0;1018.0;2
10;15.6;8.0;999.0;2
0;15.6;8.0;659.0;0
2;15.6;8.0;949.0;2
2;11.6;2.0;275.0;1
10;10.1;4.0;319.0;1
4;17.3;32.0;2800.0;2
0;15.6;4.0;361.8;1
4;15.6;4.0;418.64;1
11;17.3;16.0;2499.0;2
10;15.6;4.0;499.0;1
4;15.6;32.0;2639.0;2
7;11.6;2.0;209.0;1
4;15.6;16.0;1349.0;2
17;14.0;4.0;202.9;1
2;15.6;4.0;369.0;1
2;14.0;4.0;298.0;1
7;15.6;4.0;469.0;0
4;13.3;8.0;931.88;0
10;13.3;16.0;1499.0;1
10;14.0;8.0;1903.0;2
16;13.3;8.0;1095.0;1
7;15.6;8.0;639.0;1
10;14.0;8.0;1686.64;1
10;14.0;8.0;899.0;1
16;13.3;8.0;1590.0;1
2;17.3;16.0;2299.0;2
7;15.6;4.0;650.0;1
10;14.0;8.0;2050.38;2
10;14.0;8.0;1199.0;1
4;15.6;4.0;569.0;0
4;15.6;4.0;749.0;0
4;15.6;8.0;784.0;0
14;14.0;16.0;3499.0;2
13;13.5;16.0;2589.0;1
4;15.6;16.0;1219.24;0
10;12.5;8.0;1760.0;1
2;17.3;16.0;1549.0;0
0;15.6;4.0;298.0;1
7;14.0;8.0;1124.0;1
7;15.6;8.0;719.0;0
10;14.0;16.0;2509.0;1
4;15.6;16.0;2399.0;2
2;15.6;8.0;581.9;1
10;15.6;8.0;899.0;2
10;15.6;8.0;1049.6;1
0;14.0;8.0;884.0;1
10;15.6;16.0;2449.0;2
2;14.0;4.0;277.99;0
7;14.0;8.0;1049.26;2
0;15.6;4.0;599.0;1
0;15.6;8.0;709.0;2
10;14.0;8.0;1465.0;1
18;15.6;16.0;1399.95;2
16;15.6;8.0;1119.0;1
7;15.6;8.0;1304.0;1
0;14.0;4.0;349.0;1
4;15.6;4.0;545.67;0
1;13.3;8.0;998.0;1
10;15.6;6.0;564.0;1
10;15.6;6.0;579.0;1
10;10.1;4.0;479.0;1
7;13.3;8.0;1145.0;1
16;13.3;16.0;2226.0;1
4;14.0;8.0;879.0;1
16;13.3;8.0;1213.0;1
10;15.6;4.0;479.0;0
7;14.0;4.0;1060.0;1
4;14.0;8.0;1279.73;1
0;11.6;4.0;269.0;1
0;14.0;8.0;619.0;1
4;11.6;4.0;479.0;1
7;13.3;16.0;2049.0;1
7;15.6;8.0;598.99;1
2;15.6;4.0;849.9;1
10;17.3;16.0;2749.99;2
7;15.6;4.0;722.0;1
2;14.0;8.0;1334.0;1
4;14.0;8.0;1099.0;1
16;14.0;4.0;915.0;1
4;17.3;8.0;1085.0;0
10;15.6;8.0;573.0;1
4;15.6;4.0;614.0;0
10;14.0;8.0;1943.0;2
2;15.6;16.0;1983.0;2
4;13.3;8.0;1899.0;1
0;14.0;2.0;330.0;1
10;14.0;8.0;1364.0;1
1;13.3;8.0;1958.9;1
10;15.6;8.0;499.0;2
7;15.6;8.0;598.0;1
1;12.0;8.0;1262.4;1
7;15.6;6.0;549.99;0
7;17.3;8.0;914.0;2
7;15.6;8.0;1070.0;1
7;13.3;8.0;1349.0;1
10;15.6;4.0;298.0;0
7;13.3;4.0;800.0;1
4;15.6;4.0;559.0;1
7;15.6;4.0;344.99;1
10;17.3;8.0;849.0;2
7;15.6;8.0;846.5;2
2;11.6;4.0;375.0;1
16;15.6;8.0;793.0;1
7;13.3;8.0;1799.0;1
4;15.6;4.0;729.9;1
2;15.6;8.0;1169.0;2
2;17.3;16.0;2419.0;2
7;13.3;4.0;615.0;1
10;17.3;4.0;379.0;0
16;15.6;8.0;1043.0;2
18;15.6;8.0;1199.0;2
10;15.6;4.0;368.0;0
11;15.6;8.0;1149.0;2
16;13.3;16.0;1877.0;1
4;15.6;8.0;805.99;0
10;15.6;4.0;1055.0;1
10;15.6;4.0;469.0;1
7;15.6;4.0;438.69;0
2;15.6;4.0;304.0;1
7;13.3;8.0;1699.0;1
10;15.6;4.0;779.0;1
4;14.0;8.0;1775.0;1
11;17.3;8.0;1599.0;2
7;15.6;6.0;764.0;0
4;15.6;4.0;599.0;0
4;15.6;8.0;1369.0;2
2;15.6;8.0;399.0;1
10;14.0;4.0;699.0;1
16;14.0;8.0;1180.0;1
2;14.0;4.0;299.0;1
13;13.5;8.0;1799.0;1
4;15.6;8.0;1820.0;2
10;15.6;8.0;819.0;2
7;17.3;16.0;1271.0;2
4;15.6;16.0;2813.75;2
7;15.6;4.0;839.0;1
10;15.6;8.0;1229.56;0
0;15.6;4.0;544.0;2
1;13.3;8.0;2040.0;1
2;17.3;8.0;1299.0;0
4;17.3;32.0;3659.4;2
7;15.6;4.0;489.0;0
4;15.6;8.0;565.0;0
4;12.5;4.0;1135.15;1
10;14.0;16.0;2620.0;1
10;15.6;16.0;2445.0;2
0;14.0;8.0;389.0;1
7;12.5;8.0;1895.0;1
10;15.6;4.0;449.0;1
7;15.6;4.0;478.0;1
7;15.6;4.0;499.0;0
3;12.3;6.0;449.0;1
7;15.6;8.0;2171.72;1
2;17.3;16.0;1407.0;2
12;11.6;4.0;299.0;1
4;13.3;8.0;979.0;1
7;15.6;8.0;1219.0;1
10;15.6;16.0;1899.0;2
4;12.5;8.0;1713.37;1
4;15.6;8.0;1159.0;2
10;15.6;4.0;349.0;0
10;14.0;12.0;1673.0;1
16;14.0;8.0;1490.0;1
2;15.6;4.0;369.0;1
4;15.6;8.0;855.0;1
2;14.0;16.0;1495.0;2
2;14.0;8.0;1099.0;1
4;13.3;8.0;1399.0;1
7;15.6;8.0;389.0;1
4;15.6;16.0;2338.0;2
4;15.6;8.0;647.0;0
4;15.6;16.0;1249.26;2
10;14.0;4.0;990.0;1
4;13.3;8.0;1499.0;1
4;15.6;8.0;469.01;1
7;15.6;8.0;2103.34;1
10;14.0;8.0;1799.0;1
7;14.0;4.0;1205.0;1
4;15.6;4.0;869.0;1
11;15.6;16.0;2094.48;2
10;15.6;8.0;1390.0;1
2;15.6;4.0;419.0;1
0;15.6;4.0;559.0;1
7;11.6;8.0;495.0;1
7;15.6;8.0;745.0;0
1;13.3;8.0;898.94;1
7;15.6;8.0;979.0;2
0;15.6;8.0;979.0;2
0;15.6;6.0;479.0;1
4;15.6;8.0;795.0;1
7;17.3;8.0;489.0;1
10;14.0;2.0;229.0;1
4;15.6;2.0;379.0;1
2;15.6;8.0;1339.0;2
7;15.6;4.0;488.99;0
16;13.3;8.0;1535.0;1
7;17.3;8.0;639.9;1
15;13.3;8.0;1599.0;1
11;17.3;8.0;1348.48;2
12;14.0;4.0;389.0;1
10;17.3;6.0;949.0;2
10;15.6;32.0;4899.0;2
7;13.3;8.0;2559.0;1
10;17.3;32.0;3240.0;2
7;14.0;8.0;812.0;1
7;15.6;8.0;752.0;1
7;15.6;4.0;259.0;1
4;13.3;8.0;1599.0;1
4;15.6;8.0;539.95;1
2;17.3;8.0;1312.49;2
7;14.0;2.0;279.0;1
4;15.6;8.0;749.01;0
0;15.6;8.0;951.0;2
2;13.3;8.0;1026.0;2
7;15.6;4.0;684.8;1
2;15.6;24.0;2968.0;2
3;15.6;4.0;244.99;1
4;17.3;32.0;3149.0;2
0;15.6;4.0;359.0;1
7;14.0;8.0;1887.21;1
7;17.3;8.0;977.0;2
2;14.0;4.0;278.0;1
10;15.6;8.0;959.0;0
4;15.6;12.0;713.07;1
0;15.6;12.0;693.99;2
4;15.6;8.0;970.9;0
11;17.3;16.0;1948.99;2
16;13.3;8.0;1672.0;1
2;15.6;4.0;369.0;1
0;15.6;4.0;395.0;0
4;12.5;8.0;1670.0;1
2;17.3;16.0;2350.0;2
0;15.6;4.0;400.0;0
10;14.0;2.0;249.0;1
10;15.6;6.0;597.57;0
10;13.3;4.0;735.0;1
10;14.0;16.0;2450.0;1
10;15.6;16.0;1855.0;2
10;13.3;8.0;1499.0;1
7;13.3;8.0;1399.0;1
4;15.6;16.0;989.99;0
10;17.3;4.0;589.0;2
7;15.6;4.0;399.0;0
0;13.3;8.0;989.0;1
7;15.6;6.0;568.9;0
0;15.6;16.0;1299.0;2
7;13.3;8.0;1090.0;1
4;13.3;8.0;1458.0;1
4;17.3;16.0;2699.0;2
10;14.0;16.0;2824.0;1
10;15.6;4.0;339.0;1
7;15.6;4.0;299.0;1
0;15.6;4.0;363.51;1
0;15.6;8.0;689.0;2
4;15.6;8.0;985.0;2
4;15.6;8.0;1207.0;2
10;17.3;8.0;2999.0;2
10;14.0;8.0;2049.0;1
10;15.6;4.0;467.0;1
4;15.6;4.0;769.15;0
4;15.6;8.0;665.0;1
4;15.6;4.0;558.6;1
7;12.5;8.0;2014.0;1
16;15.6;8.0;860.0;1
4;17.3;4.0;659.0;0
7;13.3;8.0;1398.99;1
4;15.6;16.0;1099.0;2
4;13.3;8.0;649.0;1
15;15.0;16.0;1849.0;2
7;12.5;8.0;1483.0;1
7;14.0;8.0;860.0;1
10;15.6;8.0;1097.0;1
2;15.6;4.0;720.32;2
2;15.6;16.0;2449.0;2
4;13.3;8.0;949.0;1
11;17.3;16.0;2048.9;2
4;15.6;8.0;799.0;1
16;15.6;8.0;1064.0;1
4;17.3;16.0;2799.0;2
10;15.6;8.0;898.9;1
7;15.6;4.0;347.0;1
10;15.6;4.0;489.9;1
4;15.6;16.0;1679.0;2
2;15.6;8.0;1099.0;1
11;15.6;8.0;997.9;2
0;14.0;8.0;902.0;1
10;14.0;16.0;2440.0;1
15;15.6;16.0;1699.0;2
7;15.6;8.0;445.9;0
10;15.6;4.0;579.0;2
10;15.6;4.0;398.0;1
4;15.6;16.0;859.01;0
10;13.3;8.0;1399.0;1
0;15.6;4.0;639.0;2
10;15.6;8.0;709.0;2
7;15.6;8.0;1534.0;1
10;15.6;8.0;1144.5;0
7;15.6;8.0;1495.0;0
1;13.3;8.0;1158.7;1
10;14.0;4.0;833.01;1
1;12.0;8.0;1300.0;1
4;15.6;8.0;1009.9;2
10;12.5;8.0;1429.0;1
4;15.6;8.0;749.0;0
4;14.0;8.0;1427.0;1
10;15.6;4.0;499.0;2
4;15.6;8.0;599.9;0
10;15.6;4.0;825.0;1
4;14.0;8.0;1205.0;1
2;17.3;16.0;2122.0;2
7;14.0;8.0;1749.0;1
10;14.0;8.0;1191.0;1
4;17.3;16.0;2884.86;2
4;13.3;8.0;1379.0;1
10;14.0;8.0;1049.0;1
7;14.0;8.0;1185.43;2
7;12.5;8.0;1908.0;1
13;13.5;4.0;1089.0;1
7;17.3;8.0;1200.0;2
4;12.5;4.0;1166.97;1
4;15.6;16.0;1285.0;1
7;14.0;8.0;1195.0;1
10;14.0;8.0;1215.38;0
2;14.1;4.0;348.0;1
4;15.6;4.0;684.99;0
7;14.0;8.0;1468.0;1
4;14.0;8.0;1962.98;1
4;15.6;8.0;1046.44;1
10;12.5;8.0;1399.0;1
10;15.6;16.0;1029.0;2
7;15.6;4.0;478.89;0
10;14.0;16.0;2499.0;1
2;15.6;4.0;349.0;0
7;11.6;4.0;615.0;1
7;17.3;8.0;1080.0;2
16;13.3;32.0;2799.0;1
10;14.0;8.0;938.0;1
7;11.6;4.0;775.0;1
2;14.0;8.0;1135.0;1
8;13.0;8.0;1349.0;1
4;13.3;8.0;1629.0;1
11;15.6;8.0;1119.91;2
0;15.6;4.0;616.0;2
10;11.6;4.0;265.0;1
10;15.6;16.0;1099.0;0
4;15.6;16.0;2051.0;2
7;17.3;8.0;1129.0;2
4;15.6;4.0;455.7;0
4;14.0;8.0;1680.0;1
7;15.6;4.0;397.0;1
11;15.6;16.0;1299.0;2
10;15.6;8.0;1272.0;2
7;15.6;8.0;900.0;2
7;15.6;8.0;1018.99;2
2;15.6;8.0;1655.0;2
16;14.0;8.0;1725.0;1
10;15.6;4.0;309.0;1
4;15.6;6.0;459.0;1
10;15.6;8.0;1299.0;1
10;14.0;4.0;638.0;1
12;14.0;2.0;239.0;1
4;15.6;8.0;1179.0;1
10;13.9;8.0;1079.0;1
11;15.6;16.0;1799.0;2
10;15.6;12.0;899.0;0
10;14.0;4.0;629.0;1
7;15.6;4.0;398.49;0
10;15.6;8.0;1962.99;1
7;15.6;4.0;705.5;1
7;15.6;8.0;589.0;1
10;15.6;16.0;1179.0;2
7;13.3;8.0;1999.0;1
10;17.3;4.0;529.0;1
4;17.3;8.0;979.0;0
10;13.3;16.0;1499.0;1
10;15.6;4.0;847.0;1
10;15.6;8.0;669.0;2
4;15.6;8.0;1096.16;1
10;15.6;4.0;306.0;1
4;15.6;16.0;2027.42;2
2;15.6;8.0;739.0;1
7;15.6;4.0;349.0;0
0;14.0;4.0;349.0;1
16;15.6;4.0;489.0;1
2;15.6;16.0;1468.0;2
4;15.6;12.0;1299.0;1
4;15.6;4.0;369.0;1
4;15.6;4.0;498.9;0
16;14.0;8.0;1535.0;1
10;15.6;8.0;739.0;1
4;13.3;8.0;839.0;1
0;15.6;4.0;410.8;1
11;15.6;8.0;1199.0;2
10;14.0;8.0;2590.0;1
10;15.6;4.0;977.0;2
7;14.0;8.0;988.0;1
4;12.5;8.0;1413.1;1
7;13.3;8.0;836.6;1
14;14.0;16.0;2599.0;2
7;12.5;4.0;1244.0;1
7;15.6;4.0;439.0;1
4;14.0;8.0;1089.0;2
2;17.3;16.0;1949.0;2
2;13.3;16.0;1748.9;1
4;15.6;8.0;797.41;0
10;15.6;4.0;419.0;1
4;15.6;8.0;2408.0;2
7;15.6;8.0;716.0;2
10;14.0;8.0;1859.0;1
11;17.3;8.0;1349.0;2
10;14.0;4.0;325.0;1
10;15.6;8.0;1399.0;2
4;15.6;8.0;1377.0;1
0;15.6;4.0;530.0;2
7;15.6;4.0;485.0;1
10;14.0;8.0;1650.0;1
10;15.6;6.0;789.0;2
10;15.6;6.0;549.0;0
10;13.3;8.0;1010.0;1
11;15.6;8.0;1027.74;2
2;15.6;4.0;449.0;1
12;14.0;4.0;265.0;1
10;13.3;16.0;1499.0;1
2;15.6;16.0;1799.0;2
4;15.6;8.0;895.01;2
10;14.0;2.0;229.0;1
16;13.3;8.0;1363.0;1
10;15.6;16.0;1199.0;2
4;13.3;12.0;1299.0;1
2;17.3;16.0;2199.0;0
10;14.0;8.0;2339.0;1
10;12.5;8.0;1584.0;1
5;15.6;4.0;649.0;1
15;11.6;4.0;269.0;1
7;14.0;4.0;229.0;1
2;14.0;8.0;945.0;1
2;14.0;4.0;286.0;1
14;14.0;16.0;2899.0;2
7;12.5;8.0;2296.95;1
0;15.6;4.0;499.0;1
0;15.6;8.0;832.0;2
2;15.6;4.0;398.99;1
0;13.3;8.0;999.0;1
0;11.6;4.0;355.0;1
10;14.0;12.0;2299.0;1
10;15.6;16.0;2370.0;2
7;14.0;4.0;1590.0;1
0;11.6;4.0;379.0;1
0;15.6;8.0;1260.0;2
0;13.3;4.0;655.0;1
4;15.6;4.0;465.0;0
10;17.3;8.0;519.0;0
7;17.3;8.0;3949.4;2
4;15.6;8.0;870.0;0
7;13.3;16.0;1197.0;1
7;15.6;4.0;469.0;1
6;12.3;8.0;1275.0;1
4;15.6;4.0;521.86;1
7;14.0;2.0;249.0;1
4;15.6;8.0;739.0;0
7;17.3;8.0;928.0;1
7;17.3;8.0;2899.0;0
10;11.6;4.0;553.0;1
10;15.6;8.0;329.0;1
7;15.6;4.0;705.15;1
8;13.0;8.0;1499.0;1
0;17.3;4.0;805.0;2
10;15.6;4.0;344.0;1
10;15.6;8.0;629.0;2
2;15.6;12.0;1299.0;1
4;15.6;16.0;879.01;2
2;15.6;8.0;999.0;2
4;15.6;2.0;379.0;1
4;15.6;8.0;726.0;1
10;17.3;8.0;698.0;2
4;15.6;16.0;1607.96;1
4;15.6;4.0;485.0;0
4;11.6;4.0;603.0;1
7;15.6;8.0;1427.0;1
7;15.6;8.0;618.99;0
2;17.3;32.0;3890.0;2
1;13.3;8.0;1339.69;1
10;14.0;8.0;2499.0;1
2;11.6;2.0;191.9;1
4;13.3;8.0;1099.0;1
10;15.6;6.0;499.0;0
7;17.3;6.0;569.0;0
10;10.1;4.0;646.27;1
4;15.6;8.0;810.0;1
7;14.0;4.0;1099.99;1
10;14.0;8.0;799.0;0
7;15.6;6.0;549.99;0
4;15.6;8.0;949.0;2
7;14.0;4.0;722.0;1
1;12.0;8.0;1510.0;1
0;11.6;4.0;485.0;1
7;14.0;8.0;2089.0;1
7;15.6;4.0;499.0;1
4;15.6;8.0;745.0;0
2;17.3;32.0;1279.0;2
